Buffalo,Present,Buffalo_Purchase_Date,Buffalo_Died,Buffalo_Sold_Date,Buffalo_Sold,Fresh_Buffalo / Calved_Buffalo,Reminder,Pregnancy,Test,In_Doubt,Empty_Days,Empty,OK,Pregnancy_Month,पड़ा,Doctor_Name,Month,Medicine,Calf_Born,Calf_Born Reminder,Dry_Period,Care,Calving,Days_Until_Calving,Age_in_Months,Age_in_Days,Milk_Production_Started,Milk_Production_per_Month_(Liters),Daily_Milk_Production_Morning_(Liters),Daily_Milk_Production_Evening(Liters),Total_Milk,Pregnancy_2,Empty_Buffalo_Reminder
407.0,p,2023-12-09 00:00:00,,,,2023-12-09 00:00:00,2024-02-09 00:00:00,,,,912.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
408.0,A,2022-12-10 00:00:00,,2024-01-09 00:00:00,,2022-12-01 00:00:00,2023-02-01 00:00:00,,,,1285.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
409.0,p,,,,,2024-04-06 00:00:00,2024-06-06 00:00:00,,,,793.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
410.0,p,2022-12-10 00:00:00,,,,2022-12-01 00:00:00,2023-02-01 00:00:00,,2023-09-26 00:00:00,,1285.0,K,,00:00:00,,DRV,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
411.0,p,2023-12-09 00:00:00,,,,2023-12-09 00:00:00,2024-02-09 00:00:00,,,,912.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
412.0,p,2022-12-16 00:00:00,,,,2023-12-26 00:00:00,2024-02-26 00:00:00,,,,895.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
413.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
414.0,A,,,2022-02-06 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
415.0,P,2022-12-12 00:00:00,,,,2022-12-01 00:00:00,2023-02-01 00:00:00,,2023-09-26 00:00:00,,1285.0,,2023-09-26 00:00:00,2023-07-26 00:00:00,,DRV,2,,,1900-01-21 00:00:00,2024-02-26 00:00:00,2024-04-26 00:00:00,2024-05-26 00:00:00,743.0,35.1,1053.0,2024-05-26 00:00:00,0.0,,,0.0,2024-05-26 00:00:00,2024-08-26 00:00:00
416.0,P,2022-12-11 00:00:00,,,,2022-12-01 00:00:00,2023-02-01 00:00:00,,2024-01-14 00:00:00,2024-03-23 00:00:00,1285.0,,2024-03-23 00:00:00,2023-09-23 00:00:00,2.0,dr gupta,6,,,1900-01-21 00:00:00,2024-04-23 00:00:00,2024-06-23 00:00:00,2024-07-23 00:00:00,685.0,33.166666666666664,995.0,2024-07-23 00:00:00,0.0,,,0.0,2024-07-23 00:00:00,2024-10-23 00:00:00
417.0,P,2023-03-27 00:00:00,,,,2023-03-20 00:00:00,2023-05-20 00:00:00,,2024-03-10 00:00:00,,1176.0,,2024-03-10 00:00:00,2023-08-10 00:00:00,,dr sunil,7,,,1900-01-21 00:00:00,2024-03-10 00:00:00,2024-05-10 00:00:00,2024-06-10 00:00:00,728.0,34.6,1038.0,2024-06-10 00:00:00,0.0,,,0.0,2024-06-10 00:00:00,2024-09-10 00:00:00
418.0,p,,,,,2023-06-19 00:00:00,2023-08-19 00:00:00,,,,1085.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
419.0,A,2022-08-06 00:00:00,,2024-03-26 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
420.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
421.0,P,2023-03-22 00:00:00,,,,2023-03-10 00:00:00,2023-05-10 00:00:00,,2023-12-08 00:00:00,,1186.0,,2023-12-08 00:00:00,2023-08-08 00:00:00,,,4,,,1900-01-21 00:00:00,2024-03-08 00:00:00,2024-05-08 00:00:00,2024-06-08 00:00:00,730.0,34.666666666666664,1040.0,2024-06-08 00:00:00,0.0,,,0.0,2024-06-08 00:00:00,2024-09-08 00:00:00
422.0,p,,,,,2023-04-12 00:00:00,2023-06-12 00:00:00,,,,1153.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
423.0,P,,,,,2023-04-06 00:00:00,2023-06-06 00:00:00,,"24/2/2024
2/3/24",,1159.0,,2024-02-24 00:00:00,2023-09-24 00:00:00,,dr sunil,5,,,1900-01-21 00:00:00,2024-04-24 00:00:00,2024-06-24 00:00:00,2024-07-24 00:00:00,684.0,33.13333333333333,994.0,2024-07-24 00:00:00,0.0,,,0.0,2024-07-24 00:00:00,2024-10-24 00:00:00
424.0,p,2023-12-09 00:00:00,,,,2023-12-09 00:00:00,2024-02-09 00:00:00,,,,912.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
425.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
426.0,p,2023-08-20 00:00:00,,,,2023-08-20 00:00:00,2023-10-20 00:00:00,,,,1023.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
427.0,p,,,,,2023-06-25 00:00:00,2023-08-25 00:00:00,,,,1079.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
428.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
429.0,p,2023-12-09 00:00:00,,,,2023-12-09 00:00:00,2024-02-09 00:00:00,,,,912.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
430.0,p,2022-12-10 00:00:00,,,,17/2/24,,,,,,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
431.0,P,2022-12-10 00:00:00,,,,2023-12-03 00:00:00,2024-02-03 00:00:00,,,,918.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
432.0,p,2023-12-09 00:00:00,,,,2023-12-09 00:00:00,2024-02-09 00:00:00,,,,912.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
433.0,A,2023-03-22 00:00:00,,2023-12-21 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
434.0,P,2022-06-07 00:00:00,,,,2024-02-10 00:00:00,2024-04-10 00:00:00,,,,849.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
435.0,p,2022-12-10 00:00:00,,,,2024-01-19 00:00:00,2024-03-19 00:00:00,,,,871.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
436.0,A,,,2023-12-21 00:00:00,,2023-03-20 00:00:00,2023-05-20 00:00:00,,,,1176.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
437.0,p,2023-12-09 00:00:00,,,,2023-12-09 00:00:00,2024-02-09 00:00:00,,,,912.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
438.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
439.0,P,,,,,2023-05-01 00:00:00,2023-07-01 00:00:00,,2023-09-26 00:00:00,,1134.0,,2023-09-26 00:00:00,2023-07-26 00:00:00,,DRV,2,,,1900-01-21 00:00:00,2024-02-26 00:00:00,2024-04-26 00:00:00,2024-05-26 00:00:00,743.0,35.1,1053.0,2024-05-26 00:00:00,0.0,,,0.0,2024-05-26 00:00:00,2024-08-26 00:00:00
440.0,P,,,,,2023-03-17 00:00:00,2023-05-17 00:00:00,,2024-02-21 00:00:00,,1179.0,,2024-02-21 00:00:00,2023-08-21 00:00:00,,,5.5,,,1900-01-21 00:00:00,2024-03-21 00:00:00,2024-05-21 00:00:00,2024-06-21 00:00:00,717.0,34.233333333333334,1027.0,2024-06-21 00:00:00,0.0,,,0.0,2024-06-21 00:00:00,2024-09-21 00:00:00
441.0,P,,,,,2022-11-30 00:00:00,2023-01-30 00:00:00,,2024-03-11 00:00:00,,1286.0,,2024-03-11 00:00:00,2023-09-11 00:00:00,,dr sunil,5.5,,,1900-01-21 00:00:00,2024-04-11 00:00:00,2024-06-11 00:00:00,2024-07-11 00:00:00,697.0,33.56666666666667,1007.0,2024-07-11 00:00:00,0.0,,,0.0,2024-07-11 00:00:00,2024-10-11 00:00:00
442.0,P,,,,,2023-03-21 00:00:00,2023-05-21 00:00:00,,2023-12-08 00:00:00,,1175.0,,2023-12-08 00:00:00,2023-09-08 00:00:00,,,3,,,1900-01-21 00:00:00,2024-04-08 00:00:00,2024-06-08 00:00:00,2024-07-08 00:00:00,700.0,33.666666666666664,1010.0,2024-07-08 00:00:00,0.0,,,0.0,2024-07-08 00:00:00,2024-10-08 00:00:00
443.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
444.0,A,2023-03-22 00:00:00,,2024-03-08 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
445.0,P,2022-12-10 00:00:00,,,,2022-12-01 00:00:00,2023-02-01 00:00:00,,2023-05-07 00:00:00,,1285.0,,2023-05-07 00:00:00,2023-02-07 00:00:00,,,2.5,,,1900-01-21 00:00:00,2023-09-07 00:00:00,2023-11-07 00:00:00,2023-12-07 00:00:00,914.0,40.8,1224.0,2023-12-07 00:00:00,0.0,,,0.0,2023-12-07 00:00:00,2024-03-07 00:00:00
446.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
447.0,A,,,2023-12-21 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
448.0,P,2023-08-20 00:00:00,,,,2023-08-20 00:00:00,2023-10-20 00:00:00,,13/4/24,,1023.0,,2024-04-13 00:00:00,2023-12-13 00:00:00,,dr sunil,4,,,1900-01-21 00:00:00,2024-07-13 00:00:00,2024-09-13 00:00:00,2024-10-13 00:00:00,603.0,30.433333333333334,913.0,2024-10-13 00:00:00,0.0,,,0.0,2024-10-13 00:00:00,2025-01-13 00:00:00
449.0,A,2022-08-06 00:00:00,,2023-12-12 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
450.0,p,,,,,2023-11-19 00:00:00,2024-01-19 00:00:00,,,,932.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
451.0,A,,2024-01-17 00:00:00,,,2023-11-17 00:00:00,2024-01-17 00:00:00,,,,934.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
452.0,P,,,,,2023-02-02 00:00:00,2023-04-02 00:00:00,,2024-03-07 00:00:00,,1222.0,,2024-03-07 00:00:00,2023-09-07 00:00:00,,,5.5,,,1900-01-21 00:00:00,2024-04-07 00:00:00,2024-06-07 00:00:00,2024-07-07 00:00:00,701.0,33.7,1011.0,2024-07-07 00:00:00,0.0,,,0.0,2024-07-07 00:00:00,2024-10-07 00:00:00
453.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
454.0,A,,2023-03-06 00:00:00,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
455.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
456.0,p,,,,,2022-04-09 00:00:00,2022-06-09 00:00:00,,2024-03-11 00:00:00,,1521.0,k,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
457.0,p,2023-12-09 00:00:00,,,,2023-12-09 00:00:00,2024-02-09 00:00:00,,,,912.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
458.0,p,2023-08-20 00:00:00,,,,2023-08-20 00:00:00,2023-10-20 00:00:00,,,,1023.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
459.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
460.0,p,2022-12-16 00:00:00,,,,2024-01-02 00:00:00,2024-03-02 00:00:00,,,,888.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
461.0,P,,,,,2024-03-12 00:00:00,2024-05-12 00:00:00,,,,818.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
462.0,p,,,,,2024-02-01 00:00:00,2024-04-01 00:00:00,,,,858.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
463.0,A,,,2024-01-16 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
464.0,A,,,2024-03-02 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
465.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
466.0,A,2022-12-07 00:00:00,11 day,2024-01-16 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
467.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
468.0,p,,,,,2023-07-16 00:00:00,2023-09-16 00:00:00,,,,1058.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
469.0,p,,,,,2023-08-13 00:00:00,2023-10-13 00:00:00,,,,1030.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
470.0,A,,,2024-01-16 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
471.0,p,2023-08-20 00:00:00,,,,2023-08-20 00:00:00,2023-10-20 00:00:00,,,,1023.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
472.0,A,,,2024-01-09 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
473.0,p,2022-12-16 00:00:00,,,,2024-01-07 00:00:00,2024-03-07 00:00:00,,,,883.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
474.0,p,,,,,2024-02-06 00:00:00,2024-04-06 00:00:00,,,,853.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
475.0,p,,,,,19/2/2024,,,,,,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
476.0,p,,,,,2023-08-05 00:00:00,2023-10-05 00:00:00,,,,1038.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
477.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
478.0,p,,,,,16/2/24,,,2023-12-17 00:00:00,,,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
479.0,P,2022-12-07 00:00:00,,,,2022-12-01 00:00:00,2023-02-01 00:00:00,,"12/17/2023
13/4/24",,1285.0,,2023-12-17 00:00:00,2023-10-17 00:00:00,,4.5,1.5,,,1900-01-21 00:00:00,2024-05-17 00:00:00,2024-07-17 00:00:00,2024-08-17 00:00:00,660.0,32.333333333333336,970.0,2024-08-17 00:00:00,0.0,,,0.0,2024-08-17 00:00:00,2024-11-17 00:00:00
